member_id,eligible_amount,eligible_amount_formatted
5b15d48a-7e51-40de-a602-5218cf385d93,103978.9,"KES 103,979"
b0302f62-4a8d-4508-bbbb-e543d1a967b7,19692.65,"KES 19,693"
d0cc8bf1-464a-4676-a569-b50f1d521518,12283.59,"KES 12,284"
05c84b12-f01e-458d-880c-2e7cf4d9007a,64105.87,"KES 64,106"
7f6c78c7-599d-4507-acc8-5d28389bbcc6,29494.48,"KES 29,494"
d3fcfced-b39e-4e24-b541-0667fbfb0f97,69279.78,"KES 69,280"
83272d46-8579-4cf4-b7f5-245cd7ad5343,15429.16,"KES 15,429"
70c8257d-c008-4281-ba46-8695b6afd23d,113560.58,"KES 113,561"
a2deef21-1f5b-4e69-8783-c7aebf6fb2b2,11245.15,"KES 11,245"
edb390ab-2447-40bf-9a5d-b87b9bac9d36,111359.02,"KES 111,359"
7ca1547f-c9ee-4b63-9c81-496b96979eae,18074.37,"KES 18,074"
56265667-715b-40dd-858c-b2bae1eaab0f,28873.67,"KES 28,874"
f505c742-cc22-4444-9a37-7b2c85265711,24669.88,"KES 24,670"
50c06d55-dba3-44c9-aefa-c8fddcda92b8,12253.1,"KES 12,253"
b9fb99a3-e291-4cb8-9e1c-2ec6a2d7b4ec,115907.21,"KES 115,907"
9a795d52-9cac-4e5d-aa82-b458df651baf,27782.99,"KES 27,783"
f3f34aaa-33bf-4d95-886e-e89f193901ba,117231.66,"KES 117,232"
432e577f-fd40-4c4f-94af-1aef19d67729,54091.54,"KES 54,092"
ec832d8b-d37b-47d5-9369-0788cc03a92f,15805.98,"KES 15,806"
750f7706-7346-41b1-844f-8099995b6209,73980.26,"KES 73,980"
2bb3d8a1-b0c2-4acb-a619-8f77bada718a,81309.1,"KES 81,309"
8418d7e0-3b73-426e-86a0-297f8016e379,72038.4,"KES 72,038"
6d18c041-92df-48d5-8c28-d2333cb30b90,20017.68,"KES 20,018"
50fefb31-54c7-4e4b-807c-3d0ca1a03430,78233.61,"KES 78,234"
4129e832-0b59-4df4-82ce-437a893d0fcb,18328.36,"KES 18,328"
4c2b4f8d-a090-4c17-914c-e7eeaf0acd06,117719.73,"KES 117,720"
78782435-bcbe-4a86-94f0-3afcd8839127,50173.97,"KES 50,174"
89e28297-2dbc-4e27-add3-5605eebef1bd,107200.24,"KES 107,200"
db11f4f5-0101-4ba6-981b-ab9b86d99a34,84651.97,"KES 84,652"
e29c074e-fd85-47b2-86ed-06261d99763a,43283.87,"KES 43,284"
21dbba43-a878-4a5d-b7a1-e9591e22a798,20725.35,"KES 20,725"
44f3c71a-05d0-4814-be4e-da220427a814,104891.85,"KES 104,892"
5ecf675f-f2f9-46b5-83ea-b726dd8ec921,118177.25,"KES 118,177"
fbbeaca2-6385-41b3-9140-6e660cf18027,55579.04,"KES 55,579"
70695b87-9da1-4ca4-b31b-6870215fa7dc,54936.09,"KES 54,936"
904e87b6-b6df-457e-822d-54e63c2e44dd,12512.07,"KES 12,512"
b83ac3cf-d2d1-4735-b84a-1296ced0da0e,46016.75,"KES 46,017"
6b1e562f-8b74-4363-8113-38b1d5b190b0,50881.54,"KES 50,882"
c068af3c-4dfb-444d-925b-f1a11b693e21,81880.48,"KES 81,880"
e828a86c-8b5d-4599-878a-49869bc6d58a,20643.49,"KES 20,643"
e7bbae84-dfc8-4d76-a852-d4aa95c9bc9d,18597.52,"KES 18,598"
89e269d1-8ce2-4718-b288-f1b9bedc88f7,15460.75,"KES 15,461"
5048280d-40a5-4c85-bc27-7ff8442872be,77228.76,"KES 77,229"
ffd4bdd8-52e1-4b4a-979e-1b238d72c8c2,94875.95,"KES 94,876"
0c22dd79-9177-49de-bbb3-2cbeab719371,103464.97,"KES 103,465"
7562f00b-46e7-43e5-994d-e6c03cf5f4bd,10038.77,"KES 10,039"
e94c0303-aab9-4abe-ae64-5f41e3339f3e,57142.36,"KES 57,142"
753e88f4-4c64-413f-a962-dbb5a3701f12,13276.94,"KES 13,277"
72e4baf3-597c-47d5-b66f-a83a93b5763b,69641.01,"KES 69,641"
cb01b3fb-6f37-490b-94b6-ac2a9b70868c,15451.43,"KES 15,451"
e895dde8-91d4-429c-bf1b-a20008aa03fd,24690.32,"KES 24,690"
0dc2ca8a-f1c3-4286-a6d0-55d8642b4736,91488.18,"KES 91,488"
03e648a3-fcc4-453b-b004-379fc4914518,105116.27,"KES 105,116"
fc2632fb-d74a-4862-a2ce-7e4c4b5b01c2,88960.11,"KES 88,960"
0b78c8e7-47e3-4a20-b4da-06fb1b0e8cad,16297.29,"KES 16,297"
f20cdd98-d23a-41cf-8c01-2c7f294bd9c2,69971.25,"KES 69,971"
0363cd17-ce0a-401b-96d5-41c29388c356,24626.33,"KES 24,626"
4ebceb3b-2602-49a1-a3cd-c6f717c2966f,71462.5,"KES 71,462"
6638926c-a8a6-4536-85a9-feb7c5866383,62049.32,"KES 62,049"
4dc439be-9394-433d-9c5b-ebdf392bbaa8,110700.44,"KES 110,700"
2801a3aa-d596-4fa6-af93-b942abc1702e,10068.44,"KES 10,068"
e3ccaca8-9db6-4270-b3e8-b475aebd5906,18665.73,"KES 18,666"
5d4fe33e-de6a-4022-9d02-0333cf91b700,109259.71,"KES 109,260"
ddc3324e-25d4-4100-89ca-5b2f59d22b4e,115706.21,"KES 115,706"
b9adeb3a-2b60-4e30-b13b-03dd8d93ba86,112583.57,"KES 112,584"
5a20ea5e-08ca-443a-91f9-123aa0fdcf89,28409.28,"KES 28,409"
47da54ec-413a-4eb9-b07e-7ed5fc17846a,72060.04,"KES 72,060"
cd7dabaf-4927-4e87-8418-cde0af5eccdb,31247.86,"KES 31,248"
f8cdc069-8468-4f5a-837a-965ba7ee0bd9,66221.16,"KES 66,221"
cba0ca75-b97c-4a40-9588-881a28d5e1e7,93644.72,"KES 93,645"
b0a463ea-56b5-4a99-a02f-e39af118cd6a,26492.86,"KES 26,493"
327057a3-18a5-4458-85f5-d9502d7bb86b,109154.15,"KES 109,154"
634505f0-7a7f-43d7-83bd-a443cd56f67d,18728.76,"KES 18,729"
ad6dbb3c-f98d-4bb2-8436-ea0a8ed76413,42332.81,"KES 42,333"
93850686-8ecf-4edb-948f-7e1ef0a32f08,39712.74,"KES 39,713"
15f75b2a-fe46-4c10-9411-fa48ef4a41b4,92254.15,"KES 92,254"
ac7e86c5-538a-44f0-bc5d-5daef63226a4,26835.51,"KES 26,836"
914dd0f7-b751-4b61-a3e5-53c4db638477,102484.92,"KES 102,485"
d9f4a20f-e75d-4c14-b5ea-b34461091774,87406.21,"KES 87,406"
4f2f5e5f-9ff1-45b2-acb3-1a941a04e011,50135.74,"KES 50,136"
8e38f629-7c69-4a06-93dd-20eb947c0082,24293.86,"KES 24,294"
f1c43ea4-3158-4245-a663-a304451781c3,58049.93,"KES 58,050"
4e11c06e-65d4-4ebd-92e4-63d7a1d6c413,79753.6,"KES 79,754"
ea20f545-1e35-4d9b-bfe8-297b319822e8,119992.95,"KES 119,993"
297e0eac-b903-4806-a912-abebb2f1769c,88198.56,"KES 88,199"
c2249f07-d0e7-4f13-9216-415e3ad4f422,105396.88,"KES 105,397"
a2754b1f-e0e5-4b77-9db3-6239fcfaf956,67116.3,"KES 67,116"
e7aebf64-452f-4c47-ac18-423dcde896cf,86147.41,"KES 86,147"
bbcf5494-ba4e-4951-8458-7606c0e7af2e,21807.48,"KES 21,807"
ab4cefe3-8ee0-4809-82f1-2f2e8143c94f,41769.66,"KES 41,770"
edc103a9-ab87-431e-940d-8913909b78ba,61438.68,"KES 61,439"
b22823e7-1d1d-45e3-ae1c-96f432d3c744,70529.4,"KES 70,529"
feb4f4c3-2cf2-41e3-bdf7-7f90122b6701,28384.89,"KES 28,385"
b6b651a4-feda-4a68-90c7-0d63d802619a,94895.63,"KES 94,896"
150d8ba1-7b22-40e6-bbaf-68db183cdb32,94672.61,"KES 94,673"
6f1917f0-96d2-4fd2-b01d-2e8964de9daf,90060.29,"KES 90,060"
fbf98dec-1853-482c-86b4-df441e0e682f,28542.05,"KES 28,542"
c0d26581-f8e3-4c8b-8717-6b7ff295789e,17440.83,"KES 17,441"
d53f8d48-3340-48ad-b709-6989b2f4ec5c,73516.06,"KES 73,516"
d5a5e49c-edd5-461d-9e93-f28a24ebb236,19405.68,"KES 19,406"
f00357be-a577-4968-b62e-2b84b9fa9c6a,66953.94,"KES 66,954"
bcc217d5-2141-471d-bad5-7e37cc8490a4,24948.39,"KES 24,948"
6c60ce9e-8727-4efe-aa84-767b7f756f4b,104571.59,"KES 104,572"
7e44dbb3-55a2-410e-833d-9e9a9537d229,65358.94,"KES 65,359"
f2061904-ce66-4484-b214-27fd2de47e96,59344.03,"KES 59,344"
fc3fbaef-4c47-40f5-9066-90a714fdf5cb,106453.28,"KES 106,453"
7b7abd67-2b2b-4d03-a8f6-e0102fe9951d,10108.9,"KES 10,109"
61f9f287-89f9-4c73-a704-55f990f57966,79491.13,"KES 79,491"
133288db-2d92-43e0-8d28-b811afbec6cf,90114.63,"KES 90,115"
f35a0d52-bc43-484d-ba6c-92b6b448f866,12730.38,"KES 12,730"
985ea2b6-3042-487d-8399-2261a62b2f2d,22013.25,"KES 22,013"
8bf05c49-0e6c-4bed-8a37-06d3f2921969,36501.48,"KES 36,501"
dad79dbd-6f69-43d3-8504-194cab7852eb,10381.94,"KES 10,382"
0795a80a-0b03-4ece-9b5a-542e1e17c022,122482.79,"KES 122,483"
04c8aa18-bfd4-4c8a-89ca-c5395da86aa7,10098.06,"KES 10,098"
e5932f5b-da39-4e73-8843-1516674e1ba0,38388.81,"KES 38,389"
64b5c1e9-9887-4258-adfe-54e5e52b82b6,10086.71,"KES 10,087"
b585d494-28b1-44ba-998c-3d181f50ed87,23822.07,"KES 23,822"
53e88c34-3146-4a25-93f7-7395938cc22f,117499.15,"KES 117,499"
6546ab06-a823-42c5-9e3e-9508f39b1bb5,20048.23,"KES 20,048"
60711edc-293e-4141-a039-2ecc690437c5,24049.22,"KES 24,049"
4c5828f4-411a-405f-90bf-2dfcbea7ad6c,11243.6,"KES 11,244"
43c4896c-93a4-42d5-b6fd-5c2ac7e3070c,80039.87,"KES 80,040"
5457ba20-1147-4250-9017-fa42c05559a6,19092.25,"KES 19,092"
0395e5a9-d129-43a9-85d5-0a27eb45ab88,24933.4,"KES 24,933"
53b6c770-e46e-4177-a7dd-03914e319f74,15915.91,"KES 15,916"
fa057557-3fb0-40fd-a8b1-ebf126b4804a,107720.88,"KES 107,721"
c71fa48c-17d4-475d-8ae9-d2babfc17027,100460.68,"KES 100,461"
eeb9960e-d1a9-47e7-a7b1-509e7bf12e0d,21998.44,"KES 21,998"
ffe88546-e9a4-4c1f-b1d8-788e1cc2a645,52796.41,"KES 52,796"
22ffb991-1a6e-4e42-99f3-58f0ea84d6a8,94070.89,"KES 94,071"
37c47ba5-be5a-4b72-afc6-b80fa6b717a6,92578.8,"KES 92,579"
c1b1b0b9-e6fe-4bb1-8db8-058447db3a36,54654.21,"KES 54,654"
c3c66dbc-89bc-4187-98b7-385fc25b6a85,71571.94,"KES 71,572"
61e38145-ed85-4dab-abc1-90a17582bdc3,71857.7,"KES 71,858"
0932d161-6837-4394-9271-dd3af2edde21,82778.32,"KES 82,778"
24c753cd-335a-445d-8fe5-2d35a48f3b75,22944.2,"KES 22,944"
91ece9c6-d3f3-41a0-a6f5-26fc26a929dd,11554.03,"KES 11,554"
694348bc-dcdb-45f7-85df-a53d428b85f1,10031.13,"KES 10,031"
8e5e7cb0-38d5-4780-8719-8465049e2af2,15640.11,"KES 15,640"
7c863aa0-a420-4051-a659-744b40c728f3,102780.81,"KES 102,781"
c5f0658c-3c1f-4fd5-ad9d-a116a5b890d2,103188.96,"KES 103,189"
33f06dbb-3fcd-48d9-8aa8-64135c8a78b6,99154.26,"KES 99,154"
b9332df0-d3aa-463d-a617-87246477603d,92062.75,"KES 92,063"
4bdafefa-9983-47f1-9af0-094cb59d9454,17539.6,"KES 17,540"
e8ae24dd-89b5-4351-b89c-1b802e22d7ae,79668.51,"KES 79,669"
e0bcdacb-0b36-4201-99d8-1ac5de485d89,84604.03,"KES 84,604"
b3fbb293-147d-4abe-b796-74b6b9e31543,27175.14,"KES 27,175"
43681889-68a1-41bd-9747-ae19c1d9d9c8,111556.48,"KES 111,556"
8589c171-c1ba-4f01-9c2e-b504eb3beef5,57205.26,"KES 57,205"
98b297d6-5c8c-41a6-ba6a-f6d798a9e519,21441.94,"KES 21,442"
fe16d95c-d81c-422c-a46a-22f3e75ed5a3,85297.51,"KES 85,298"
c3c8d2e4-b36b-4cad-9775-80d7cbf54833,52765.36,"KES 52,765"
5a315bac-f7b7-4b51-8691-66d008ab51ac,91477.39,"KES 91,477"
0031f5f9-ee1f-4660-84e1-8077ab045b72,39952.33,"KES 39,952"
7d5d45e4-e0a8-4fbe-93eb-5ec3d8f67e6e,74847.82,"KES 74,848"
c7300dc2-8a38-4ec8-b0df-13a5b159156c,28426.13,"KES 28,426"
dfd3b27d-da01-4c75-9856-bd1625a299a8,34441.32,"KES 34,441"
5b4cd754-3ca3-45d0-a901-1a7fe98ffebf,29203.44,"KES 29,203"
c0180942-a91b-436c-b465-5a5ff90f6a13,17056.22,"KES 17,056"
b4995dda-9b95-472e-b7d5-2be3002a4b79,99848.15,"KES 99,848"
20813a7c-5cd2-42ae-8271-b7e6ab9a4a30,15313.61,"KES 15,314"
9998bc7a-ca94-4813-a14a-e219b7666457,52361.37,"KES 52,361"
4b493e2f-97dd-4e9f-963a-8652bf75d49c,10525.97,"KES 10,526"
f6613c75-edc5-42d4-ad2e-8f47b353506a,11635.78,"KES 11,636"
8c3b9093-46ee-48d6-9bd4-85d9c258d306,10037.04,"KES 10,037"
58aed287-f6a4-42bb-9af6-0a91e0c92169,97605.15,"KES 97,605"
cafc42f2-b6c8-4767-949a-20b3a5360556,78570.66,"KES 78,571"
a7609068-ff14-49f9-aecc-08932cb910aa,45499.86,"KES 45,500"
46079d97-8e69-470e-aa26-7b6bbc1c6127,91430.9,"KES 91,431"
08cf82cc-1d92-4860-a8f4-42587c74e033,104542.85,"KES 104,543"
b63e1296-9566-4374-a61f-940f5c7b1233,28179.1,"KES 28,179"
0200a919-3344-4ffc-94eb-bf79ca1cc39b,79431.68,"KES 79,432"
4e30f584-4e59-4d07-9fc6-2089295755f1,27378.63,"KES 27,379"
4729c9a7-9e88-4b62-b21b-9b7aa07e1575,17053.45,"KES 17,053"
eac81d8e-de29-4dfb-b1ec-0bbba51643e1,101389.72,"KES 101,390"
b57dda43-3a43-41e0-b1c8-749a68088e41,22358.3,"KES 22,358"
867d9f5c-6094-45fb-b655-fc39d18babd8,107656.26,"KES 107,656"
f1eff808-9425-4ec8-9d76-b092ae16d4d3,94002.59,"KES 94,003"
fad4028e-96bf-4426-bb45-40a3bd805333,75885.23,"KES 75,885"
8451ef00-5a99-4e4c-841c-a87cba47fdd9,65952.65,"KES 65,953"
e335b719-cdc4-40de-ba6a-cd81b8755ecd,50700.79,"KES 50,701"
e54d8b92-ecad-4b8f-8913-87d3a1fc8658,52469.99,"KES 52,470"
d704d5bf-1f07-4e28-a8ed-a9f0aebbe213,19062.14,"KES 19,062"
180d1af1-5791-48a6-83e5-45987eac5888,103277.98,"KES 103,278"
a54719df-20e0-4172-9ca8-50361660b1ac,76246.23,"KES 76,246"
3135deac-2f63-46e6-a170-94b64b907e3c,75938.5,"KES 75,939"
da47ea13-e125-4aa4-87b2-a25f31b7843d,106213.34,"KES 106,213"
a95df1b1-12f6-450e-9bb8-ddff9fd4ba80,14844.5,"KES 14,844"
38152d9a-be22-41e9-8789-71eb24cbe801,24904.81,"KES 24,905"
76cb58aa-7a14-4b66-9aa6-fc48973d0e73,102380.81,"KES 102,381"
05f34176-4229-4c46-85fe-7616545e0dfb,57206.12,"KES 57,206"
26b68035-da1b-4ba8-aaee-c78aa346eff3,65330.04,"KES 65,330"
f9950f35-b854-43ac-a468-7f0cbb6dcf27,36862.58,"KES 36,863"
81d6fab7-1c06-4fb6-820b-44bcea0f86ed,69938.43,"KES 69,938"
a574ac45-98ea-49d3-9eba-9b408a91dd0a,10048.99,"KES 10,049"
ec132e03-69d8-4fa5-ba43-6add5cabaee1,103542.58,"KES 103,543"
2cd45af4-df3d-44e9-86c6-064ec71caa84,42525.42,"KES 42,525"
9ad9f2e4-c179-42ed-aee6-a0e9f0997e47,19511.99,"KES 19,512"
ac585cae-a4c4-49c6-b521-e72c617df1bb,28617.37,"KES 28,617"
c790f495-3335-4978-9846-d5c252d3d4ac,24887.5,"KES 24,887"
e010036f-8cb1-446e-b255-d35a7ec55140,24763.38,"KES 24,763"
4fcd797c-a4e7-43da-9c2d-f99ab1a8df34,18312.92,"KES 18,313"
77663a42-fa9e-4ba8-b3e0-a9e4875af2b0,10074.78,"KES 10,075"
da94ed9e-04d0-4228-ae80-47218e397ee9,48827.12,"KES 48,827"
1f5701f0-ac17-4f08-b7a5-28ca74dc0665,80003.52,"KES 80,004"
3a806637-38ce-4298-83f6-a9389de0ebfb,89629.27,"KES 89,629"
57cd977b-b4e1-4831-8038-840fd6b118c7,96061.41,"KES 96,061"
95fa0751-3573-40d2-8f8d-14870effe801,49825.48,"KES 49,825"
bc7aca3a-c556-4a3d-a06a-9a74c90a84af,100613.47,"KES 100,613"
31181bb5-80cb-4608-9f19-975d37d6d3df,25169.36,"KES 25,169"
82aab0e7-3113-4623-9239-697eee776e25,77835.5,"KES 77,835"
a11e0794-17ba-422f-85ce-45f6269dc0fd,37415.53,"KES 37,416"
06ef1a39-d2b0-4773-aab7-63f031e66b1c,108653.22,"KES 108,653"
d50fe2a6-0740-4427-bdaf-dead3b898826,103985.74,"KES 103,986"
3c5c21b8-ca62-4b97-aaf9-38afdfd4e906,60470.11,"KES 60,470"
92ceb9df-4f25-4bcb-bc3f-1b37a1d081a5,16021.99,"KES 16,022"
f2e022fa-58c6-40a9-b5e7-84f1368a8ef6,100409.52,"KES 100,410"
a42baa7e-0e7a-4cfe-bad9-d60f0d0b6587,10343.3,"KES 10,343"
78568574-789d-4dd4-ad63-3bce81543174,50391.18,"KES 50,391"
0e306aa1-894f-402c-8345-7be4b4d1d1f3,102903.27,"KES 102,903"
b74fef2b-a597-479e-ba32-64bcf16ad989,19574.81,"KES 19,575"
9553fc19-b456-4a0a-8672-1748e8da9992,16719.57,"KES 16,720"
852e6b8b-2433-41d3-978b-44c4b23dc43e,10011.62,"KES 10,012"
eeeb9c59-8f86-43f8-b468-abca36ff3acc,104966.35,"KES 104,966"
9424dc0a-b8df-4cca-94e0-ca510778488c,65694.94,"KES 65,695"
34fadfcf-48c6-4099-a83f-06367a84b2af,96651.04,"KES 96,651"
7c78f3c0-5daa-440c-9abb-08f6056897e5,13808.16,"KES 13,808"
864f8497-49fe-453e-b3e2-aca2c5bb5283,39750.22,"KES 39,750"
10920e49-eb04-465e-9ecc-220fa6608739,27042.66,"KES 27,043"
4988765f-c1d6-4fcb-bbee-792971f0008b,17805.25,"KES 17,805"
b572746c-1edb-41b0-8710-a8ba1fd25547,81247.12,"KES 81,247"
0e704ce9-84e3-44a9-855f-c1226f91cccb,113771.57,"KES 113,772"
0075bd27-8a49-40d0-9f77-477a2756d6c6,15664.18,"KES 15,664"
720fbdfa-d5d3-421f-860f-a907a4aac978,114272.04,"KES 114,272"
7cca4e2c-3448-4812-b823-30bd9d016b06,80742.01,"KES 80,742"
deab0cd2-f26a-42eb-b41e-aad44c133b87,25646.99,"KES 25,647"
010f06d4-23e1-4fa3-a399-ef998ae7bb1b,12982.12,"KES 12,982"
77b177fb-553d-42bb-aa65-d249a124b55d,19165.4,"KES 19,165"
0447ef88-8808-455f-8b70-bd2695ae7cb4,108853.57,"KES 108,854"
59ed80f3-4e0c-4b20-956c-3129b75a1b36,11193.47,"KES 11,193"
8b86d822-bef1-4cb4-a327-211396ce5a2f,10217.08,"KES 10,217"
69a42b8c-1ec8-482a-911d-0dbd56984f1e,13882.3,"KES 13,882"
919a6dc2-ba2c-4dee-b45f-f382dd1cddde,13888.39,"KES 13,888"
efa93c26-065c-4cf2-a328-43837994aaa3,107816.66,"KES 107,817"
df3337e9-d212-4e46-8da6-c6ba4d2375be,86508.18,"KES 86,508"
b2aedce1-5db4-44cb-91d9-860a6b1cf8b3,22375.62,"KES 22,376"
40db5589-8a65-4cfa-9add-020c0d38f5db,78713.18,"KES 78,713"
1e8ab946-6d59-4af7-8d77-aa86c4748048,93047.63,"KES 93,048"
aae1f219-5caa-4bca-965f-4ff2ea10f61b,17462.56,"KES 17,463"
edf13ebb-2817-4265-9393-376961b24591,90238.16,"KES 90,238"
754f29f1-97b2-46d5-86e8-811e430df1b7,90545.19,"KES 90,545"
088b6ea8-320c-4b28-947c-6876b942e3e3,26762.0,"KES 26,762"
fe346484-a676-47a4-89ee-e9f79389ad0b,98782.12,"KES 98,782"
6cb56f33-bddb-4e4e-a940-ab56fbdcfbdb,36590.23,"KES 36,590"
f939fd76-b4c4-4ce3-8c6e-342f4a94cd0d,62145.39,"KES 62,145"
7cdf4654-759d-4dcd-960e-56a394b1a768,11519.04,"KES 11,519"
85091ea8-60a0-4904-ab58-ef8948b81210,90230.61,"KES 90,231"
7dfa8173-674f-490f-b39d-906bdef56f84,15675.61,"KES 15,676"
f70618bd-e951-40c4-8880-c88ff1c7ed2e,116170.68,"KES 116,171"
b4776825-008b-48ba-a779-c56a78d970e7,69655.37,"KES 69,655"
331e6ecc-84ed-4740-9601-6898aea39e84,21203.05,"KES 21,203"
5d8b8900-52ac-4b2b-8cba-971346b131aa,23460.39,"KES 23,460"
1eba71d0-ffbf-47fd-805c-3f6cea19d292,68440.35,"KES 68,440"
668d432e-321a-4860-aee8-7da343f38d8e,14639.37,"KES 14,639"
a8a3f7e5-1a5a-4b72-bdc6-7bf3c03607af,28383.1,"KES 28,383"
d047ed56-88b6-4c9e-bfd8-cc66b262ed47,28866.07,"KES 28,866"
8b16ef34-c1f0-47d0-9288-ac84a19e6435,85025.15,"KES 85,025"
823ad5d7-5b72-4c6b-83ce-e5b5fc4e3506,102309.49,"KES 102,309"
ed3e2a1e-314d-4f99-ba9a-c49b2dbb6ecf,22617.53,"KES 22,618"
a4a701bc-c1ff-4479-8fc9-f41d0e4a7fe9,16637.31,"KES 16,637"
7309a397-4343-496b-a4eb-1d273a1b8e23,29599.92,"KES 29,600"
0cbfb1df-64f8-4155-9f2d-89c08f55ad46,77072.93,"KES 77,073"
1a7397e6-aa69-4f67-ae21-1cc425227e64,49890.48,"KES 49,890"
459978d0-b4f1-49ba-8a7d-d96b4c566bf9,16514.23,"KES 16,514"
77281a49-d821-43aa-9030-d5f8db1755cb,10771.92,"KES 10,772"
f334c8ae-bfde-4535-8010-702584c8a53a,117780.13,"KES 117,780"
622cd623-971e-4877-b051-6cfb51954946,20445.87,"KES 20,446"
9ff56a2d-eaa7-4752-a88e-0be0067bff1b,111381.06,"KES 111,381"
1d0121f6-6f5b-498c-ade3-80f2ee103680,94618.36,"KES 94,618"
242b6d0f-1135-43e4-980f-15efe065f221,79280.41,"KES 79,280"
c528e3c4-9a51-4e49-95e8-e53b7b810ca6,80775.23,"KES 80,775"
de22f8c8-6ff7-4227-9b0f-6247cd95d49a,13197.63,"KES 13,198"
7848db62-6ba0-4a8e-b8db-75444ed1f94c,50949.85,"KES 50,950"
ae3130d5-33f5-4e2f-bdee-2a54b4b4e993,65414.9,"KES 65,415"
933b21d8-fd05-47e6-82da-a3d149034499,102201.75,"KES 102,202"
a40b90f2-c0bb-460b-b0ae-15b288854b68,18564.91,"KES 18,565"
3db63b6e-7c96-4d0c-bf84-ad81bf19a912,58422.36,"KES 58,422"
fc1b2f92-c1cf-48ed-8871-f874cb63624f,27050.17,"KES 27,050"
387226cc-4529-4499-86bb-9d3829005c61,41834.47,"KES 41,834"
a53b3548-724e-4074-a1c7-abc630cc8b34,23887.98,"KES 23,888"
aeab1813-55c2-4630-b5ad-baa14d21956c,102050.37,"KES 102,050"
bc75c2d8-6605-4a04-99be-2437e1a8620f,107472.54,"KES 107,473"
21ccab7f-3a90-495e-9ac4-4784181c8810,67164.82,"KES 67,165"
f90a80a0-3bd1-4b5f-be5f-ec15b65308d9,49488.58,"KES 49,489"
52280839-fe82-479c-be75-17a44a3501b4,10084.01,"KES 10,084"
762f03f3-d854-4b11-9cff-4f163b9c52d1,25606.52,"KES 25,607"
e381da72-21c4-4dde-8f05-3f8a51849163,89844.01,"KES 89,844"
a920b8dc-2383-4589-9f86-4408323baf0a,113950.94,"KES 113,951"
287a0e81-5d88-46ea-b3af-c6153f27084f,59012.23,"KES 59,012"
0bd97cb9-62b3-42bb-bc2a-ee15027ff1b0,75704.81,"KES 75,705"
8ef200cd-efbe-4e09-90ae-2bececb894e7,52373.38,"KES 52,373"
d140c904-9b07-47bc-9bfc-af5191a420f6,81436.86,"KES 81,437"
c5b67e1b-05ec-4d05-be43-fa2e6a7a1090,71866.47,"KES 71,866"
6bd44b8c-b571-4ed8-a05e-4b8898c92b01,14103.52,"KES 14,104"
84fb7195-2127-4e63-83db-48bd18e75d2d,100973.39,"KES 100,973"
ffe608dc-2330-4a1b-bef7-918fcbdfd5b7,99041.26,"KES 99,041"
f0f2516d-f2d5-451d-a4a8-fec122ed2a5e,17434.27,"KES 17,434"
0b16296b-5e17-490c-bdb2-fdca44ffe44d,10081.32,"KES 10,081"
596e57f3-e832-426a-a2a9-db864c25997f,106180.07,"KES 106,180"
5eeb1e4a-d849-4d55-a1d4-fba7035febab,43475.59,"KES 43,476"
ab01596d-2518-4aef-8788-ccd08e51eb81,69294.62,"KES 69,295"
4af8be48-3d2d-4b11-a67f-a33645502606,78521.07,"KES 78,521"
e9db68c7-d399-4440-b870-fa8d8616990d,21635.9,"KES 21,636"
3077e31f-b4f2-47ab-bc1a-a994128b5bdc,53747.96,"KES 53,748"
62b350aa-c721-4f5c-bd7d-13e88b548aef,66976.25,"KES 66,976"
1041bb16-30c9-48ef-abff-985621ba5c4c,22597.8,"KES 22,598"
a8d1c9dc-d9f4-488b-8daa-ac8b27960b97,23957.03,"KES 23,957"
81406692-6d81-44d1-9cd5-b0006626b745,78268.45,"KES 78,268"
193571e9-46b9-4ddf-9d2c-ec4f2a3e3e98,113553.66,"KES 113,554"
9cc7e3b3-a730-4ddb-a62d-4d0e6a9c14e6,78944.54,"KES 78,945"
d01fa235-0cbf-4f74-86ec-a2d89e314e67,28086.04,"KES 28,086"
2874e12e-f2fb-4760-b684-6887a7402b85,105446.85,"KES 105,447"
993266f2-654e-4a6d-90f4-1d3cc367fa53,26068.25,"KES 26,068"
8fb1ce7a-e2fe-45ba-a4d9-eaf018d75363,84564.64,"KES 84,565"
32e24113-a352-49c3-b2e3-e25ba0a639aa,22549.99,"KES 22,550"
852ed98c-545f-4a9e-ba27-3222f64382a5,18418.06,"KES 18,418"
6b698177-5f93-4114-84e5-94369a399d2d,41606.07,"KES 41,606"
6c3c46e0-2d47-4ac7-8e4d-00eb77cd86bc,112340.94,"KES 112,341"
b9d9c2cf-76a0-44c9-8bb2-ed3f6348815e,22402.52,"KES 22,403"
4ec40d7e-55ff-408f-abbd-87fcdea97378,116571.37,"KES 116,571"
dfcd6b7b-df71-4042-ad4b-90801d7d16c3,100892.95,"KES 100,893"
dd41fd79-aa21-4f57-a7f1-1334cb9a76ed,28078.08,"KES 28,078"
a12ca43b-beef-44d5-83fb-48b5ee135ccb,15585.57,"KES 15,586"
812a9f9e-52e6-495b-a8a0-e4a771ef994b,107979.53,"KES 107,980"
bb01a3e9-3aa0-4ba3-a931-f481ba0299e0,100022.31,"KES 100,022"
b15168f0-f358-4c74-8436-74a0158edff9,40314.63,"KES 40,315"
ee8bf275-3d11-4217-abb8-289768fbbbd4,83562.98,"KES 83,563"
