id,member_id,group_id,amount,interestRate,startDate,dueDate,status,outstandingBalance,approvedBy_member_id,created_by,modified_by,created_on,modified_on,mansoft_tenant_id
b64ce8af-abf4-42bf-824d-bc2e36d3ae51,12cfe54e-49d8-4454-a0fe-a7709f8fdee5,grp_012,30000,16.0,2022-05-03,2025-04-17,Repaid,0.0,12cfe54e-49d8-4454-a0fe-a7709f8fdee5,system,system,2022-05-03 00:00:00,2022-05-03 00:00:00,tenant_001
2f4c1f6c-3771-43a5-8865-5c87cf095009,fd050332-48a8-405a-8139-9d313d414c95,grp_030,50000,14.0,2025-06-15,2026-06-10,Active,29166.67,fd050332-48a8-405a-8139-9d313d414c95,system,system,2025-06-15 00:00:00,2025-06-15 00:00:00,tenant_001
fc0de354-22d2-4d4c-85e0-00a593f324ec,544fc563-abe6-473a-b8b3-26852fdf3410,grp_045,100000,12.0,2025-02-26,2028-02-11,Repaid,0.0,544fc563-abe6-473a-b8b3-26852fdf3410,system,system,2025-02-26 00:00:00,2025-02-26 00:00:00,tenant_001
641161bd-5d3a-4771-9ac2-4e04d1721c25,9f85643e-2094-4cf5-b65c-33a74533ad24,grp_013,10000,12.0,2023-11-16,2025-05-09,Repaid,0.0,9f85643e-2094-4cf5-b65c-33a74533ad24,system,system,2023-11-16 00:00:00,2023-11-16 00:00:00,tenant_001
e1394928-192b-485e-aa1f-5debc184a345,550cd044-d4ea-497b-9163-072b4d4041ec,grp_046,10000,14.0,2024-02-22,2024-08-20,Repaid,0.0,550cd044-d4ea-497b-9163-072b4d4041ec,system,system,2024-02-22 00:00:00,2024-02-22 00:00:00,tenant_001
9ff55cb1-7460-464b-a6e2-8ca635018af4,a98ada2f-7988-459e-8305-29d11cf34287,grp_030,25000,14.0,2025-03-10,2027-02-28,Repaid,0.0,a98ada2f-7988-459e-8305-29d11cf34287,system,system,2025-03-10 00:00:00,2025-03-10 00:00:00,tenant_001
3ae4b044-fba1-49f4-97b1-0dd72db864a5,f1aaa9bd-00b4-4e7c-b289-96bc70f8b123,grp_047,10000,14.0,2021-08-25,2022-08-20,Active,3333.33,f1aaa9bd-00b4-4e7c-b289-96bc70f8b123,system,system,2021-08-25 00:00:00,2021-08-25 00:00:00,tenant_001
8f6bf99a-98cc-47ba-953e-5b72376ccaa6,d32c9225-a4c3-4c60-9efb-37778afd7f01,grp_015,20000,14.0,2022-12-28,2024-06-20,Repaid,0.0,d32c9225-a4c3-4c60-9efb-37778afd7f01,system,system,2022-12-28 00:00:00,2022-12-28 00:00:00,tenant_001
6615133f-ca92-41ff-8613-418c929c47f2,e3b7fc68-89a2-4bea-b48b-f094e5c72a80,grp_009,125000,16.0,2024-12-15,2025-06-13,Repaid,0.0,e3b7fc68-89a2-4bea-b48b-f094e5c72a80,system,system,2024-12-15 00:00:00,2024-12-15 00:00:00,tenant_001
2351a8b4-f8e3-41c1-aae0-abb3e96c5802,fa3a9145-b280-4b73-b26d-e2cd0bd3f98f,grp_048,75000,14.0,2023-01-11,2025-12-26,Active,10416.67,fa3a9145-b280-4b73-b26d-e2cd0bd3f98f,system,system,2023-01-11 00:00:00,2023-01-11 00:00:00,tenant_001
5cdf3246-499a-4e64-94bf-cd8b0b04cb5f,d2e99662-b096-452b-9553-1ab60a92822c,grp_013,15000,14.0,2021-09-24,2024-09-08,Defaulted,5404.29,d2e99662-b096-452b-9553-1ab60a92822c,system,system,2021-09-24 00:00:00,2021-09-24 00:00:00,tenant_001
c23b266a-4be7-4001-8aa6-1eb95d3f4648,677bfa8b-6c00-4a6e-997d-cb6afd1f05e6,grp_027,40000,12.0,2024-11-26,2027-11-11,Repaid,0.0,677bfa8b-6c00-4a6e-997d-cb6afd1f05e6,system,system,2024-11-26 00:00:00,2024-11-26 00:00:00,tenant_001
1bb062be-a793-4cc9-82e4-922ed087ce28,2b9681d8-5ed3-4d64-b3ce-2ce8d80b21ca,grp_009,40000,12.0,2026-01-12,2027-07-06,Repaid,0.0,2b9681d8-5ed3-4d64-b3ce-2ce8d80b21ca,system,system,2026-01-12 00:00:00,2026-01-12 00:00:00,tenant_001
9174f40c-3241-46ec-ac0f-c037ade4c9b7,44408120-d253-4c0f-b078-06030ad68732,grp_001,5000,16.0,2021-12-31,2023-12-21,Repaid,0.0,44408120-d253-4c0f-b078-06030ad68732,system,system,2021-12-31 00:00:00,2021-12-31 00:00:00,tenant_001
cc46a93b-633f-4f73-9283-e1866f985a34,44408120-d253-4c0f-b078-06030ad68732,grp_001,30000,12.0,2023-02-27,2024-08-20,Repaid,0.0,44408120-d253-4c0f-b078-06030ad68732,system,system,2023-02-27 00:00:00,2023-02-27 00:00:00,tenant_001
f750cc7f-ab5b-45d5-a728-36afaaa28b1c,2021661a-f997-43f8-be0c-18d010751038,grp_035,10000,12.0,2023-03-01,2025-02-18,Repaid,0.0,2021661a-f997-43f8-be0c-18d010751038,system,system,2023-03-01 00:00:00,2023-03-01 00:00:00,tenant_001
6cb8bfd4-f4bf-4cec-8826-4806325fd4fc,2021661a-f997-43f8-be0c-18d010751038,grp_035,150000,12.0,2023-04-06,2024-03-31,Active,50000.0,2021661a-f997-43f8-be0c-18d010751038,system,system,2023-04-06 00:00:00,2023-04-06 00:00:00,tenant_001
45e6e0c6-ebb0-4a0d-8ded-6014227eee22,2021661a-f997-43f8-be0c-18d010751038,grp_035,5000,12.0,2025-02-22,2027-02-12,Repaid,0.0,2021661a-f997-43f8-be0c-18d010751038,system,system,2025-02-22 00:00:00,2025-02-22 00:00:00,tenant_001
0a072b8e-2142-4557-8263-6c0e3f56dae2,a6c0e092-5a32-4fab-8d5e-e7aca0552980,grp_041,40000,16.0,2025-01-16,2028-01-01,Repaid,0.0,a6c0e092-5a32-4fab-8d5e-e7aca0552980,system,system,2025-01-16 00:00:00,2025-01-16 00:00:00,tenant_001
a72004d8-0000-4db5-8ca8-d1dfecab33d1,a6c0e092-5a32-4fab-8d5e-e7aca0552980,grp_041,60000,16.0,2024-05-19,2027-05-04,Active,21666.67,a6c0e092-5a32-4fab-8d5e-e7aca0552980,system,system,2024-05-19 00:00:00,2024-05-19 00:00:00,tenant_001
a7326537-2f2c-4a6d-9011-7a3210726b26,ef8088e3-2574-452d-8b80-d44099834495,grp_045,10000,16.0,2024-04-06,2024-10-03,Repaid,0.0,ef8088e3-2574-452d-8b80-d44099834495,system,system,2024-04-06 00:00:00,2024-04-06 00:00:00,tenant_001
9f01ae88-9039-4987-a137-504ccc24f527,ef8088e3-2574-452d-8b80-d44099834495,grp_045,75000,16.0,2025-08-01,2027-01-23,Repaid,0.0,ef8088e3-2574-452d-8b80-d44099834495,system,system,2025-08-01 00:00:00,2025-08-01 00:00:00,tenant_001
c36ccc49-8d4f-41ed-8624-7a9335d621c5,ef8088e3-2574-452d-8b80-d44099834495,grp_045,100000,16.0,2023-12-22,2024-12-16,Defaulted,36917.57,ef8088e3-2574-452d-8b80-d44099834495,system,system,2023-12-22 00:00:00,2023-12-22 00:00:00,tenant_001
d334e6e3-e592-43a8-a05c-95837db81e69,37329ee6-b645-47b7-a240-6ad873e53416,grp_025,50000,16.0,2021-11-07,2022-11-02,Repaid,0.0,37329ee6-b645-47b7-a240-6ad873e53416,system,system,2021-11-07 00:00:00,2021-11-07 00:00:00,tenant_001
e5efc925-86b3-4eba-ae1b-bc232363a866,37329ee6-b645-47b7-a240-6ad873e53416,grp_025,20000,10.0,2022-07-31,2023-07-26,Active,3333.33,37329ee6-b645-47b7-a240-6ad873e53416,system,system,2022-07-31 00:00:00,2022-07-31 00:00:00,tenant_001
2670c191-767f-45e1-bd99-a4fc0d15209c,37329ee6-b645-47b7-a240-6ad873e53416,grp_025,10000,10.0,2022-06-18,2025-06-02,Repaid,0.0,37329ee6-b645-47b7-a240-6ad873e53416,system,system,2022-06-18 00:00:00,2022-06-18 00:00:00,tenant_001
d8096127-1249-43fc-8f80-e1025ef02044,333528f8-5915-4beb-ab44-9fd843a5b07d,grp_006,10000,12.0,2022-08-23,2023-02-19,Repaid,0.0,333528f8-5915-4beb-ab44-9fd843a5b07d,system,system,2022-08-23 00:00:00,2022-08-23 00:00:00,tenant_001
93a14c53-fc04-4b43-823c-d80fae56c6f2,78304f35-f2c6-410e-9ee1-65a78072b1ec,grp_018,5000,10.0,2022-04-26,2022-10-23,Repaid,0.0,78304f35-f2c6-410e-9ee1-65a78072b1ec,system,system,2022-04-26 00:00:00,2022-04-26 00:00:00,tenant_001
327b85ca-a931-4615-ac76-6596604ef225,24cecafb-ac89-46c8-8f69-0a77da1ed6df,grp_043,10000,16.0,2024-01-25,2027-01-09,Repaid,0.0,24cecafb-ac89-46c8-8f69-0a77da1ed6df,system,system,2024-01-25 00:00:00,2024-01-25 00:00:00,tenant_001
5cdc5929-6101-4026-a68e-19c4266bc31d,24cecafb-ac89-46c8-8f69-0a77da1ed6df,grp_043,25000,12.0,2025-03-21,2027-03-11,Repaid,0.0,24cecafb-ac89-46c8-8f69-0a77da1ed6df,system,system,2025-03-21 00:00:00,2025-03-21 00:00:00,tenant_001
df6684c5-2a2b-4395-ab31-b6623908f07c,bdd4b533-b630-476c-8068-03a3264a6f2f,grp_029,15000,16.0,2024-03-16,2027-03-01,Repaid,0.0,bdd4b533-b630-476c-8068-03a3264a6f2f,system,system,2024-03-16 00:00:00,2024-03-16 00:00:00,tenant_001
d60f7bf8-2682-498b-bb5b-dafcb08689df,bdd4b533-b630-476c-8068-03a3264a6f2f,grp_029,20000,10.0,2023-12-23,2026-12-07,Active,13333.33,bdd4b533-b630-476c-8068-03a3264a6f2f,system,system,2023-12-23 00:00:00,2023-12-23 00:00:00,tenant_001
67467511-f93c-4df0-9bef-da5540df5f9f,d9e5ee8e-ff87-415f-ad40-886c6d85e0bf,grp_018,20000,14.0,2024-01-21,2024-07-19,Repaid,0.0,d9e5ee8e-ff87-415f-ad40-886c6d85e0bf,system,system,2024-01-21 00:00:00,2024-01-21 00:00:00,tenant_001
2634aa6b-3e18-40b9-9777-f6f8b8ef3964,d9e5ee8e-ff87-415f-ad40-886c6d85e0bf,grp_018,25000,16.0,2025-11-01,2026-10-27,Active,14583.33,d9e5ee8e-ff87-415f-ad40-886c6d85e0bf,system,system,2025-11-01 00:00:00,2025-11-01 00:00:00,tenant_001
bc5f7bbb-726a-4133-8765-611afa1f786a,e5b4f6a4-67f9-4ad5-9c39-bc7e64411eb5,grp_017,150000,14.0,2025-02-13,2028-01-29,Repaid,0.0,e5b4f6a4-67f9-4ad5-9c39-bc7e64411eb5,system,system,2025-02-13 00:00:00,2025-02-13 00:00:00,tenant_001
bc87b4aa-8595-459a-932b-749e59c449b4,2f72b835-760b-4252-99d6-4f8d04bdc71a,grp_017,30000,12.0,2022-12-25,2025-12-09,Repaid,0.0,2f72b835-760b-4252-99d6-4f8d04bdc71a,system,system,2022-12-25 00:00:00,2022-12-25 00:00:00,tenant_001
cfead38e-bdbf-48df-b1bf-e29779011f41,ffe3701d-36fd-4874-b400-7a9ab583c6bc,grp_010,25000,16.0,2025-03-17,2025-09-13,Active,8333.33,ffe3701d-36fd-4874-b400-7a9ab583c6bc,system,system,2025-03-17 00:00:00,2025-03-17 00:00:00,tenant_001
0f11cf96-f874-4288-a6e5-a72b5d511e43,ffe3701d-36fd-4874-b400-7a9ab583c6bc,grp_010,10000,14.0,2023-09-25,2025-09-14,Repaid,0.0,ffe3701d-36fd-4874-b400-7a9ab583c6bc,system,system,2023-09-25 00:00:00,2023-09-25 00:00:00,tenant_001
c5bb16dc-8fe3-4be9-b17e-7186ecd0428c,3fd5e0e2-c51d-4e4b-a595-5902c0a3ab9f,grp_047,5000,16.0,2025-11-08,2028-10-23,Repaid,0.0,3fd5e0e2-c51d-4e4b-a595-5902c0a3ab9f,system,system,2025-11-08 00:00:00,2025-11-08 00:00:00,tenant_001
63abba6e-1382-461f-93fb-8babfae19b22,3fd5e0e2-c51d-4e4b-a595-5902c0a3ab9f,grp_047,30000,10.0,2024-12-23,2027-12-08,Repaid,0.0,3fd5e0e2-c51d-4e4b-a595-5902c0a3ab9f,system,system,2024-12-23 00:00:00,2024-12-23 00:00:00,tenant_001
252ceabd-ea03-4b36-84f0-6a994e13879f,3fd5e0e2-c51d-4e4b-a595-5902c0a3ab9f,grp_047,60000,10.0,2024-07-07,2025-12-29,Active,40000.0,3fd5e0e2-c51d-4e4b-a595-5902c0a3ab9f,system,system,2024-07-07 00:00:00,2024-07-07 00:00:00,tenant_001
bca38c8c-f00d-4f33-9b19-36a7f779bff9,0823c6b3-20d5-4e7e-9593-b56613a3c575,grp_017,5000,16.0,2025-10-12,2026-10-07,Repaid,0.0,0823c6b3-20d5-4e7e-9593-b56613a3c575,system,system,2025-10-12 00:00:00,2025-10-12 00:00:00,tenant_001
49274115-aec1-4406-8f79-9bbc4f54ab71,f001d7b1-91a2-49bb-8417-a4c4a26806bb,grp_014,75000,14.0,2024-10-02,2026-03-26,Repaid,0.0,f001d7b1-91a2-49bb-8417-a4c4a26806bb,system,system,2024-10-02 00:00:00,2024-10-02 00:00:00,tenant_001
9eb9cbbe-291e-4170-a15b-11c8b8cf8b3b,f001d7b1-91a2-49bb-8417-a4c4a26806bb,grp_014,10000,10.0,2025-02-21,2026-02-16,Active,833.33,f001d7b1-91a2-49bb-8417-a4c4a26806bb,system,system,2025-02-21 00:00:00,2025-02-21 00:00:00,tenant_001
e92f27d2-280c-405b-9d2a-3912f2354d24,2d0ec1bd-7591-44c3-a3aa-ad2a8d476aec,grp_033,5000,14.0,2022-02-26,2022-08-25,Repaid,0.0,2d0ec1bd-7591-44c3-a3aa-ad2a8d476aec,system,system,2022-02-26 00:00:00,2022-02-26 00:00:00,tenant_001
b1c2817f-9bac-473f-bcdc-998b4988a43b,5b461bda-ddc7-46d6-a65f-781fc0da8ef5,grp_042,25000,12.0,2024-12-13,2025-12-08,Repaid,0.0,5b461bda-ddc7-46d6-a65f-781fc0da8ef5,system,system,2024-12-13 00:00:00,2024-12-13 00:00:00,tenant_001
ae5f657b-9690-470e-8fb7-21f1121dcf7f,410fb926-baa4-4997-83b7-914f0076a962,grp_026,40000,10.0,2021-08-28,2023-08-18,Repaid,0.0,410fb926-baa4-4997-83b7-914f0076a962,system,system,2021-08-28 00:00:00,2021-08-28 00:00:00,tenant_001
ce083ee6-ecd6-46a5-8416-4d9c239bb57f,9a9368a4-ab5d-4c69-b80a-af9fbb1eef30,grp_021,60000,16.0,2023-05-31,2026-05-15,Repaid,0.0,9a9368a4-ab5d-4c69-b80a-af9fbb1eef30,system,system,2023-05-31 00:00:00,2023-05-31 00:00:00,tenant_001
fcb3f50b-03ed-4817-ab6f-5159e3d01c29,9a9368a4-ab5d-4c69-b80a-af9fbb1eef30,grp_021,60000,10.0,2024-01-24,2025-07-17,Repaid,0.0,9a9368a4-ab5d-4c69-b80a-af9fbb1eef30,system,system,2024-01-24 00:00:00,2024-01-24 00:00:00,tenant_001
838afa82-7df6-4572-9c52-5fad7ab56c4f,82b152dd-642b-4ad9-9db4-2d27e49919b7,grp_015,40000,16.0,2023-08-22,2026-08-06,Repaid,0.0,82b152dd-642b-4ad9-9db4-2d27e49919b7,system,system,2023-08-22 00:00:00,2023-08-22 00:00:00,tenant_001
c2f13798-efa3-4589-8874-7e2ae06ad60e,8c729881-4be4-4869-8177-8b360cb2782d,grp_036,15000,14.0,2021-11-09,2022-11-04,Repaid,0.0,8c729881-4be4-4869-8177-8b360cb2782d,system,system,2021-11-09 00:00:00,2021-11-09 00:00:00,tenant_001
247e2167-e6c2-4a41-ac69-f6993645a782,8c729881-4be4-4869-8177-8b360cb2782d,grp_036,125000,14.0,2021-05-22,2021-11-18,Active,104166.67,8c729881-4be4-4869-8177-8b360cb2782d,system,system,2021-05-22 00:00:00,2021-05-22 00:00:00,tenant_001
f53f3632-1553-4e68-a861-e8787b1db20b,cec3529f-881e-4ef9-9337-95fced2d1f1f,grp_038,40000,12.0,2024-12-06,2026-11-26,Active,31666.67,cec3529f-881e-4ef9-9337-95fced2d1f1f,system,system,2024-12-06 00:00:00,2024-12-06 00:00:00,tenant_001
99f3d385-dc8c-49fc-95e0-8d27da2bb7f5,5ba9d543-a7f5-4933-a014-551e80890dd5,grp_014,50000,14.0,2025-09-25,2026-03-24,Repaid,0.0,5ba9d543-a7f5-4933-a014-551e80890dd5,system,system,2025-09-25 00:00:00,2025-09-25 00:00:00,tenant_001
781e56bb-23f6-4166-a0c2-6acc5faddb02,49a93e08-c91a-4ed6-83db-7ddd68e78684,grp_009,40000,16.0,2024-01-25,2026-01-14,Repaid,0.0,49a93e08-c91a-4ed6-83db-7ddd68e78684,system,system,2024-01-25 00:00:00,2024-01-25 00:00:00,tenant_001
b8e3a0c9-c753-44b4-b0ec-3e261c835cb5,20d69d40-27cc-40e8-97c8-d43d64eff48b,grp_049,50000,12.0,2024-07-29,2025-07-24,Repaid,0.0,20d69d40-27cc-40e8-97c8-d43d64eff48b,system,system,2024-07-29 00:00:00,2024-07-29 00:00:00,tenant_001
648a8594-196d-4a08-bd83-32efe1d5b88e,20d69d40-27cc-40e8-97c8-d43d64eff48b,grp_049,50000,14.0,2024-06-28,2026-06-18,Active,35416.67,20d69d40-27cc-40e8-97c8-d43d64eff48b,system,system,2024-06-28 00:00:00,2024-06-28 00:00:00,tenant_001
77632e2c-cd0c-4cb6-ab6e-8326df270f68,20d69d40-27cc-40e8-97c8-d43d64eff48b,grp_049,25000,14.0,2024-11-01,2025-10-27,Repaid,0.0,20d69d40-27cc-40e8-97c8-d43d64eff48b,system,system,2024-11-01 00:00:00,2024-11-01 00:00:00,tenant_001
1978ce9f-7f6e-411e-8034-a8cd241f362c,fb2c6e95-5770-4fd5-a4ae-e93f32a6a50a,grp_042,30000,16.0,2022-05-04,2023-10-26,Defaulted,12742.46,fb2c6e95-5770-4fd5-a4ae-e93f32a6a50a,system,system,2022-05-04 00:00:00,2022-05-04 00:00:00,tenant_001
83338626-51fd-46b9-9bea-3fc333e60ee2,0d0a0b99-153d-47b8-b12a-1868fded9cdf,grp_004,40000,12.0,2025-02-24,2028-02-09,Repaid,0.0,0d0a0b99-153d-47b8-b12a-1868fded9cdf,system,system,2025-02-24 00:00:00,2025-02-24 00:00:00,tenant_001
866a71dc-2e84-4fa8-af9d-02651c6578fc,85544536-61e5-4434-9216-120d42fe2de5,grp_010,10000,14.0,2025-06-02,2025-11-29,Repaid,0.0,85544536-61e5-4434-9216-120d42fe2de5,system,system,2025-06-02 00:00:00,2025-06-02 00:00:00,tenant_001
1be44cbc-4d75-435a-9c6a-019fe20c949a,85544536-61e5-4434-9216-120d42fe2de5,grp_010,10000,14.0,2025-09-30,2027-03-24,Repaid,0.0,85544536-61e5-4434-9216-120d42fe2de5,system,system,2025-09-30 00:00:00,2025-09-30 00:00:00,tenant_001
303515a4-abf0-4810-8e6d-5960bf69653a,f39c5c62-3ea2-4e51-b961-6043386d10fa,grp_029,20000,16.0,2024-10-11,2026-04-04,Repaid,0.0,f39c5c62-3ea2-4e51-b961-6043386d10fa,system,system,2024-10-11 00:00:00,2024-10-11 00:00:00,tenant_001
6e756457-7fec-4ec1-8b5f-b0fb742ff867,f39c5c62-3ea2-4e51-b961-6043386d10fa,grp_029,5000,12.0,2025-06-07,2026-06-02,Active,4583.33,f39c5c62-3ea2-4e51-b961-6043386d10fa,system,system,2025-06-07 00:00:00,2025-06-07 00:00:00,tenant_001
38830c8f-5d14-40cb-9d54-06c392e67363,b3a27d1d-7c91-427f-aa81-db35dffa68ee,grp_001,30000,12.0,2024-08-30,2026-08-20,Active,26250.0,b3a27d1d-7c91-427f-aa81-db35dffa68ee,system,system,2024-08-30 00:00:00,2024-08-30 00:00:00,tenant_001
966198a4-baba-40b6-9874-3608ef382da0,84193fe6-5672-41cd-a25d-adaaba738e8c,grp_049,30000,16.0,2023-01-16,2025-12-31,Repaid,0.0,84193fe6-5672-41cd-a25d-adaaba738e8c,system,system,2023-01-16 00:00:00,2023-01-16 00:00:00,tenant_001
506761d5-1495-4c44-a0a3-ce6927ff0b7d,5f3b5848-b91a-43c8-8070-cc896ba1e62b,grp_004,5000,14.0,2025-07-31,2028-07-15,Repaid,0.0,5f3b5848-b91a-43c8-8070-cc896ba1e62b,system,system,2025-07-31 00:00:00,2025-07-31 00:00:00,tenant_001
badb579c-909f-4c3e-8b9d-e7ade3a43b6e,5f3b5848-b91a-43c8-8070-cc896ba1e62b,grp_004,5000,10.0,2025-09-24,2028-09-08,Repaid,0.0,5f3b5848-b91a-43c8-8070-cc896ba1e62b,system,system,2025-09-24 00:00:00,2025-09-24 00:00:00,tenant_001
0dc90b20-e837-4c28-b323-b66ed31583a0,5f3b5848-b91a-43c8-8070-cc896ba1e62b,grp_004,30000,14.0,2025-01-20,2025-07-19,Active,20000.0,5f3b5848-b91a-43c8-8070-cc896ba1e62b,system,system,2025-01-20 00:00:00,2025-01-20 00:00:00,tenant_001
e52f22ac-5ba9-425e-95c9-2390c8a75c8a,9a10fa30-d80e-4b51-9059-103063b967f0,grp_010,50000,10.0,2025-01-16,2027-01-06,Repaid,0.0,9a10fa30-d80e-4b51-9059-103063b967f0,system,system,2025-01-16 00:00:00,2025-01-16 00:00:00,tenant_001
9f3928f4-9e90-4aaf-b273-958742506bec,9a10fa30-d80e-4b51-9059-103063b967f0,grp_010,60000,10.0,2024-12-07,2025-06-05,Repaid,0.0,9a10fa30-d80e-4b51-9059-103063b967f0,system,system,2024-12-07 00:00:00,2024-12-07 00:00:00,tenant_001
81e32b09-3cb4-47ac-bb7b-73db7bf418f5,7206c655-ecb4-43f7-80fe-16593794bcd4,grp_038,10000,12.0,2022-05-29,2023-05-24,Repaid,0.0,7206c655-ecb4-43f7-80fe-16593794bcd4,system,system,2022-05-29 00:00:00,2022-05-29 00:00:00,tenant_001
5ce68607-b23d-4f0a-a906-ddc11b1ad85c,2019386d-63a3-466d-8138-7786b07924ef,grp_025,100000,16.0,2023-01-29,2024-01-24,Repaid,0.0,2019386d-63a3-466d-8138-7786b07924ef,system,system,2023-01-29 00:00:00,2023-01-29 00:00:00,tenant_001
0d6587e0-d2dc-47fa-a803-01beb110eb01,2019386d-63a3-466d-8138-7786b07924ef,grp_025,75000,12.0,2022-06-11,2022-12-08,Repaid,0.0,2019386d-63a3-466d-8138-7786b07924ef,system,system,2022-06-11 00:00:00,2022-06-11 00:00:00,tenant_001
b05c4833-4942-4fc9-a37b-ba6a2f7b7ae4,7cd190f0-8326-4632-91e3-4ed97d17a1e9,grp_028,75000,14.0,2025-03-25,2026-03-20,Overdue,19892.35,7cd190f0-8326-4632-91e3-4ed97d17a1e9,system,system,2025-03-25 00:00:00,2025-03-25 00:00:00,tenant_001
bd0d0b6b-875d-462a-a408-a07002b60573,7a94d40a-3bee-493c-9eca-4ef93354e49a,grp_038,60000,14.0,2024-12-18,2025-12-13,Repaid,0.0,7a94d40a-3bee-493c-9eca-4ef93354e49a,system,system,2024-12-18 00:00:00,2024-12-18 00:00:00,tenant_001
76f347d8-f9a6-4190-a7a2-6f8ce0e8d021,7a94d40a-3bee-493c-9eca-4ef93354e49a,grp_038,50000,14.0,2025-05-04,2026-10-26,Repaid,0.0,7a94d40a-3bee-493c-9eca-4ef93354e49a,system,system,2025-05-04 00:00:00,2025-05-04 00:00:00,tenant_001
bdf39d81-fbf4-4ca8-9e70-816553f93590,7a94d40a-3bee-493c-9eca-4ef93354e49a,grp_038,75000,16.0,2025-06-01,2026-11-23,Active,4166.67,7a94d40a-3bee-493c-9eca-4ef93354e49a,system,system,2025-06-01 00:00:00,2025-06-01 00:00:00,tenant_001
e29afd70-8c11-46f1-8c16-972a41e1abfb,b5c8100f-fd7a-4ef0-a2e1-30d9dc2f1491,grp_035,50000,14.0,2023-12-22,2025-12-11,Repaid,0.0,b5c8100f-fd7a-4ef0-a2e1-30d9dc2f1491,system,system,2023-12-22 00:00:00,2023-12-22 00:00:00,tenant_001
6106d45a-6147-4782-b430-f3ffc813c527,b5c8100f-fd7a-4ef0-a2e1-30d9dc2f1491,grp_035,15000,12.0,2022-06-12,2024-06-01,Repaid,0.0,b5c8100f-fd7a-4ef0-a2e1-30d9dc2f1491,system,system,2022-06-12 00:00:00,2022-06-12 00:00:00,tenant_001
5ad1a72a-fd04-4fcf-8652-8f3795d83504,5d9446ba-8db5-4363-8802-6af7891858dc,grp_045,20000,12.0,2021-08-31,2023-02-22,Repaid,0.0,5d9446ba-8db5-4363-8802-6af7891858dc,system,system,2021-08-31 00:00:00,2021-08-31 00:00:00,tenant_001
b3e10360-4b37-489b-a988-96cf6cb6c9b5,5d9446ba-8db5-4363-8802-6af7891858dc,grp_045,40000,12.0,2022-03-02,2025-02-14,Repaid,0.0,5d9446ba-8db5-4363-8802-6af7891858dc,system,system,2022-03-02 00:00:00,2022-03-02 00:00:00,tenant_001
43c21e85-cd25-421a-a8b6-81a198f27cc1,04c969e3-ba0d-4bb1-922b-c8425ab21237,grp_031,40000,16.0,2024-12-31,2026-12-21,Repaid,0.0,04c969e3-ba0d-4bb1-922b-c8425ab21237,system,system,2024-12-31 00:00:00,2024-12-31 00:00:00,tenant_001
4fdc2d6c-bd91-4a4e-8d59-1d7eb912a028,04c969e3-ba0d-4bb1-922b-c8425ab21237,grp_031,50000,12.0,2025-06-08,2027-05-29,Repaid,0.0,04c969e3-ba0d-4bb1-922b-c8425ab21237,system,system,2025-06-08 00:00:00,2025-06-08 00:00:00,tenant_001
7445dd41-5473-4880-ae67-bbb915c3b7e3,c9a8b558-3add-4b27-a61d-06377e29f683,grp_020,5000,10.0,2022-03-13,2025-02-25,Repaid,0.0,c9a8b558-3add-4b27-a61d-06377e29f683,system,system,2022-03-13 00:00:00,2022-03-13 00:00:00,tenant_001
91a169e3-4023-4da0-b408-95ab5e1383e2,c9a8b558-3add-4b27-a61d-06377e29f683,grp_020,10000,14.0,2022-07-24,2023-07-19,Repaid,0.0,c9a8b558-3add-4b27-a61d-06377e29f683,system,system,2022-07-24 00:00:00,2022-07-24 00:00:00,tenant_001
2af8a990-3b4a-4347-bb08-27e066ee8871,c9a8b558-3add-4b27-a61d-06377e29f683,grp_020,20000,12.0,2024-04-13,2024-10-10,Active,6666.67,c9a8b558-3add-4b27-a61d-06377e29f683,system,system,2024-04-13 00:00:00,2024-04-13 00:00:00,tenant_001
a8cffc69-0d35-4383-9497-fab45366ee47,5a6dab9a-bd0b-4db9-b19f-43dda94f5078,grp_031,25000,16.0,2025-01-06,2026-01-01,Repaid,0.0,5a6dab9a-bd0b-4db9-b19f-43dda94f5078,system,system,2025-01-06 00:00:00,2025-01-06 00:00:00,tenant_001
312c2788-ce29-4d90-8607-e638cb6745a5,c54b5148-86bd-4490-9dc3-c5efc9c9241f,grp_037,50000,12.0,2021-12-31,2022-12-26,Pending,50000.0,c54b5148-86bd-4490-9dc3-c5efc9c9241f,system,system,2021-12-31 00:00:00,2021-12-31 00:00:00,tenant_001
7c9f3df3-e758-4970-9a99-91ec3e429b4f,7d02c0d3-0b30-49aa-9a8d-8a69f0cc687c,grp_023,30000,14.0,2020-12-07,2023-11-22,Repaid,0.0,7d02c0d3-0b30-49aa-9a8d-8a69f0cc687c,system,system,2020-12-07 00:00:00,2020-12-07 00:00:00,tenant_001
ad5eedbd-6498-4de2-a442-c3aae58dfe11,7d02c0d3-0b30-49aa-9a8d-8a69f0cc687c,grp_023,50000,10.0,2022-09-14,2024-03-07,Repaid,0.0,7d02c0d3-0b30-49aa-9a8d-8a69f0cc687c,system,system,2022-09-14 00:00:00,2022-09-14 00:00:00,tenant_001
